title,release_year,parental_rating,movie_duration,movie_rating,description,genres,budget,gross_na,gross_worldwide
Sheena,1984,PG,1h 57m,4.9,"Sheena grew up in the African wild, raised by a mystical witch woman. When her foster mother is framed for a murder Sheena is forced to flee, helped by her ability to talk to animals and her...","Adventure,Fantasy","$25,000,000 (estimated)","$5,778,353","$5,778,353"
Little Dixie,2023,R,1h 45m,4.9,"Doc, a former special forces operative, facilitates a fragile truce in secrecy between the state governor and a Mexican drug cartel. But when it breaks down, the cartel's hatchet man sets hi...","Action,Crime,Thriller",,,
Herbie Fully Loaded,2005,G,1h 41m,4.9,"Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.","Adventure,Comedy,Family","$50,000,000 (estimated)","$66,023,816","$144,146,816"
Bag of Lies,2024,,1h 36m,4.9,"Desperate to save his dying wife, Matt turns to The Bag, an ancient relic with dark magic. The cure demands a chilling ritual and strict rules. As his wife heals, Matt's sanity unravels, fac...",Horror,,,
Silent Hill: Revelation,2012,R,1h 35m,4.9,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childh...","Horror,Mystery,Thriller","$20,000,000 (estimated)","$17,529,157","$55,362,705"
Sharp Stick,2022,R,1h 32m,4.9,"Sarah Jo is a naive 26-year-old living on the fringes of Hollywood with her mother and sister. She just longs to be seen. When she begins an affair with her older employer, she is thrust int...",Comedy,,,
The Darkest Hour,2011,PG-13,1h 29m,4.9,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.","Action,Adventure,Horror","$30,000,000 (estimated)","$21,443,494","$64,626,786"
Dug Up,2013,R,1h 24m,4.9,Chaos takes over a rural town after a trio of residents accidentally conjure a zombie outbreak.,"Comedy,Horror",,,
"Honey, I Blew Up the Kid",1992,PG,1h 29m,4.9,"The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall.","Adventure,Comedy,Family","$40,000,000 (estimated)","$58,662,452","$58,662,452"
Black Knight,2001,PG-13,1h 35m,4.9,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After sustaining a blow to the head, he awakens to find himself in 14th century England.","Adventure,Comedy,Fantasy","$50,000,000 (estimated)","$33,426,971","$39,976,235"
Ghosts of Mars,2001,R,1h 38m,4.9,"In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house.","Action,Horror,Sci-Fi","$28,000,000 (estimated)","$8,709,640","$14,010,832"
Miranda,1985,Unrated,1h 40m,4.9,"In this erotic comedy, Miranda is the landlady of a small country tavern who is looking for a husband, and tries out a variety of men for size.","Comedy,Romance",,,
Five Blind Dates,2024,,1h 23m,4.9,A woman is told by a fortune teller that she will meet her soulmate on one of the next five dates she goes on.,"Comedy,Romance",,,
Spookies,1986,R,1h 25m,4.9,A wicked sorcerer tries to sacrifice a group of people inside his house with the intention of using their vitality to keep his wife alive.,"Comedy,Horror","$17,785","$17,785",
Last Sentinel,2023,,1h 57m,4.9,"A platoon of soldiers are stranded in an abandoned military base on a near future Earth waiting for the relief or the enemy, whichever comes first.","Drama,Horror,Sci-Fi","$143,704",,
Seed of Chucky,2004,R,1h 27m,4.9,"Chucky and Tiffany are resurrected by their innocent gender-confused child, Glen/Glenda, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.","Comedy,Horror,Thriller","$12,000,000 (estimated)","$17,083,732","$24,829,644"
Hardbodies,1984,R,1h 28m,4.9,"Three middle aged guys rent a beach house to hopefully score with young, single women. Not having what it takes, the men hire a sexy young surfer, Scotty, to teach them some game and help th...",Comedy,"$7,121,719","$2,684,599","$7,121,719"
14 and Under,1973,X,1h 27m,4.9,"A series of ""sex reports"" intended to address the issue of pedophilia in the early 1970s.",Comedy,,,
The Crow: Salvation,2000,R,1h 42m,4.9,Alex Corvis returns to the world of the living to solve the murder of a young woman that he was wrongly accused of.,"Action,Crime,Fantasy","$10,000,000 (estimated)",,
Survival Island,2005,TV-MA,1h 35m,4.9,Three people - a rich couple and a crew member - are shipwrecked on a tropical island and their subsequent fight for survival becomes even tougher when they begin to turn on each other.,"Drama,Thriller","$9,000,000 (estimated)","$558,764",
Valentine,2001,R,1h 36m,4.9,Five women are stalked by an unknown assailant while preparing for Valentine's Day.,"Horror,Mystery,Thriller","$29,000,000 (estimated)","$20,384,136","$36,684,136"
Alvin and the Chipmunks: The Road Chip,2015,PG,1h 32m,4.9,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also fro...,"Adventure,Comedy,Family","$90,000,000 (estimated)","$85,886,987","$234,798,636"
Zoey 102,2023,TV-14,1h 41m,4.9,Follows Zoey Brooks and the Pacific Coast Academy alumni as they catch up for a wedding in the present day.,"Comedy,Drama,Family",,,
Awake,2021,TV-MA,1h 36m,4.9,"After a devastating global event wiped out all electronics and eliminated people's ability to sleep, a former soldier may have found a solution with her daughter.","Action,Adventure,Drama","$154,608",,
Parallel,2024,,1h 28m,4.9,"Follows the journey of Vanessa, a grief-stricken woman who mysteriously finds herself navigating between parallel spaces.","Drama,Sci-Fi,Thriller",,,
Gulliver's Travels,2010,PG,1h 25m,4.9,"Travel writer Lemuel Gulliver takes an assignment in Bermuda but ends up on the island of Lilliput, where he towers over its tiny citizens.","Adventure,Comedy,Family","$112,000,000 (estimated)","$42,779,261","$237,382,724"
Invasion,2024,,1h 31m,4.9,"When neighboring country Veragua suddenly attacks Curaçao and Aruba, the Dutch government is taken completely by surprise. The conflict escalates rapidly. Three young Dutch Corps recruits mu...","Action,Thriller","$292,249",,
Paradise,1982,R,1h 40m,4.9,"After their caravan is attacked and their respective families butchered by Arab marauders, teenagers David and Sarah flee across the desert. But the desert is filled with danger from the ele...","Adventure,Romance","CA$3,500,000 (estimated)","$5,588,800","$5,588,800"
Charlie's Angels: Full Throttle,2003,PG-13,1h 46m,4.9,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,"Action,Adventure,Comedy","$120,000,000 (estimated)","$100,830,111","$259,175,788"
Tammy,2014,R,1h 37m,4.9,"After getting fired and finding out that her husband is cheating, Tammy hits the road with her profane, alcoholic grandmother.","Comedy,Romance","$20,000,000 (estimated)","$84,525,432","$100,375,432"
Dracula 2000,2000,R,1h 39m,4.9,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.","Action,Fantasy,Horror","$54,000,000 (estimated)","$33,022,767","$47,053,625"
Fantasy Island,2020,PG-13,1h 49m,4.9,"When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.","Fantasy,Horror,Mystery","$7,000,000 (estimated)","$27,309,289","$49,447,308"
Wild Wild West,1999,PG-13,1h 46m,4.9,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing ...","Action,Comedy,Sci-Fi","$170,000,000 (estimated)","$113,804,681","$222,104,681"
Fallo!,2003,Not Rated,2h,4.9,"Tinto Brass - The maestro of Italian erotica is back! Lies, subterfuge, betrayal and mischief - FALLO! is a collection of six stories based on the joys of sexuality and the eroticism of a ne...","Drama,Romance","$282,540",,
The Brown Bunny,2003,Not Rated,1h 33m,4.9,"Professional motorcycle racer Bud Clay heads from New Hampshire to California to race again. Along the way he meets various needy women who provide him with the cure to his own loneliness, b...",Drama,"$100,000 (estimated)","$366,301","$402,599"
Wifelike,2022,R,1h 45m,4.9,"When artificial human Meredith is assigned as a companion to grieving widower William, she is designed to behave like his late wife. But in the fight to end AI exploitation, an organization ...","Crime,Mystery,Sci-Fi",,,
Endless Love,1981,R,1h 56m,4.9,"Parental disapproval of a passionate romance between two teenagers leads to arguments, circumstance, insanity and tragedy.","Drama,Romance","$9,700,000 (estimated)","$31,184,024","$32,492,674"
Antrum: The Deadliest Film Ever Made,2018,TV-14,1h 35m,4.9,"A young boy and girl enter the forest to dig a hole to Hell. Said to be a cursed film from the late 1970s, ""Antrum"" examines the horrifying power of storytelling.",Horror,$26,,
Year One,2009,PG-13,1h 37m,4.9,"After being banished from their tribe, two hunter-gatherers encounter Biblical characters and eventually wind up in the city of Sodom.",Comedy,"$60,000,000 (estimated)","$43,337,279","$62,357,900"
Knock Knock,2015,R,1h 39m,4.9,"A devoted husband and father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.","Crime,Thriller","$2,500,000 (estimated)","$36,336","$5,567,103"
Anaconda,1997,PG-13,1h 29m,4.9,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.","Action,Adventure,Horror","$45,000,000 (estimated)","$65,885,767","$136,885,767"
The Twilight Saga: Breaking Dawn - Part 1,2011,PG-13,1h 57m,4.9,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.","Adventure,Drama,Fantasy","$110,000,000 (estimated)","$281,287,133","$712,205,856"
Maximum Truth,2023,R,1h 31m,4.5,A documentary crew follows political grifter Rick Klingman as he teams up with his sketchy buddy Simon to take down a rival congressional candidate.,Comedy,,,
Sugar,2022,TV-14,1h 41m,4.5,"Two influencers find themselves on a luxury cruise through the Caribbean and South Pacific. But as the mirage of their online personas starts clashing with their real-life ambitions, a battl...","Crime,Drama",,,
Grand Jeté,2022,Unrated,1h 45m,4.9,"In order to concentrate on her career, a ballet teacher lives estranged from her young son, who grew up with her mother. When she meets him again after years, an affection develops that goes...",Drama,,,
Postal,2007,R,1h 40m,4.5,"In the ironically named city of Paradise, a loser teams up with his cult-leading uncle to steal a peculiar bounty of riches from their local amusement park. The recently arrived Taliban have...","Action,Comedy,Crime","$15,000,000 (estimated)","$146,741",
Allan Quatermain and the Lost City of Gold,1986,PG,1h 39m,4.5,"Allan Quatermain once again teams up with Jesse Huston where the discovery of a mysterious old gold piece sends Quatermain looking for his long-lost brother, missing in the wilds of Africa a...","Action,Adventure,Comedy","$13,000,000 (estimated)","$3,751,699","$3,751,699"
North,1994,PG,1h 27m,4.5,"Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents.","Adventure,Comedy,Drama","$40,000,000 (estimated)","$7,182,747","$7,182,747"
xXx: State of the Union,2005,PG-13,1h 41m,4.5,"Darius Stone, a new agent in the xXx program, is sent to Washington, D.C. to stop a coup attempt against the President of the United States.","Action,Adventure,Crime","$113,000,000 (estimated)","$26,873,932","$71,410,636"
Soul Plane,2004,R,1h 26m,4.5,"Things get raucously funny aboard the maiden flight of a black-owned airline, thanks to some last-minute passenger additions.",Comedy,"$16,000,000 (estimated)","$14,190,750","$14,821,824"
Secret Obsession,2019,TV-14,1h 37m,4.5,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.","Crime,Drama,Mystery",,,
Hide & Seek,2014,Unrated,1h 22m,4.5,"Four fragile young people flee London to start an unconventional utopia, creating a world of fantasy that overwhelms them.","Drama,Romance",,,
Joysticks,1983,R,1h 28m,4.5,"When a top local businessman and his two bumbling nephews try to shut down the town's only video arcade, arcade employees and patrons fight back.",Comedy,"$300,000 (estimated)","$3,952,448","$3,952,448"
